device_id,browser_type,os_type,device_type
162045228,Chrome Mobile WebView,Android,XiaoMi Redmi Note 8 Pro
163093015,Samsung Internet,Android,Samsung SM-G965W
164637781,Chrome Mobile WebView,Android,PCT-AL10
165074366,Samsung Internet,Android,Samsung SM-A528B
165317858,Chrome,Linux,Other
166499792,Samsung Internet,Android,Samsung SM-M315F
170143683,Chrome,Linux,Other
171302984,Chrome Mobile WebView,Android,Samsung SM-A716U1
171713505,Chrome,Mac OS X,Other
171867427,Chrome Mobile WebView,Android,Samsung SM-G996U
172087578,Chrome,Windows,Other
172147933,Android,Android,Nokia undefined$2$3
172203157,Chrome Mobile iOS,iOS,iPad
173498421,Firefox,Linux,Other
175186752,Yandex Browser,Android,Nokia undefined$2$3
176541983,Chrome Mobile WebView,Android,Samsung SM-A715F
176608823,Chrome Mobile iOS,iOS,iPhone
177172588,Chrome Mobile WebView,Android,PPA-LX2
177578623,Firefox,Linux,Other
177724997,ICC-Crawler,Other,Spider
177877983,Mobile Safari UI/WKWebView,iOS,iPhone
178768772,Chrome Mobile WebView,Android,Samsung SM-M336BU
179159652,Chrome,Mac OS X,Other
179717607,IE,Windows,Other
183300454,Chrome,Linux,Other
183802527,Mobile Safari,iOS,iPad
183865900,Chrome Mobile iOS,iOS,iPhone
183871501,Opera,Windows,Other
184089060,Chrome Mobile WebView,Android,vivo $2
184494470,Mobile Safari UI/WKWebView,iOS,iPhone
186886764,Firefox,Linux,Other
187361336,Samsung Internet,Android,Samsung SM-M346B
187416164,Samsung Internet,Android,Samsung SM-G991B
187433355,Samsung Internet,Android,Samsung SM-G950F
187467598,WhatsApp,Other,Spider
189238419,Chrome Mobile,Android,Generic Smartphone
190172411,curl,Other,Other
191250222,Samsung Internet,Android,Samsung SM-A5360
192362827,Opera,Windows,Other
192575091,Chrome,Windows,Other
193931700,Firefox,Mac OS X,Other
194510127,Chrome,Mac OS X,Other
195562457,Samsung Internet,Android,Samsung SM-N986W
196782021,Chrome,Other,Other
198127163,Samsung Internet,Android,Samsung SM-A325M
199044963,Googlebot,Android,Spider
199451348,Chrome Mobile WebView,Android,Samsung SM-N986B
199711145,Chrome,Windows,Other
201227317,Chrome,Mac OS X,Other
201453532,Opera,Windows,Other
201672034,Firefox,Windows,Other
201730244,Firefox,Windows,Other
203453951,Firefox,Mac OS X,Other
204029968,Chrome,Mac OS X,Other
204329729,Chrome Mobile,Android,Generic Smartphone
204845401,Chrome Mobile WebView,Android,Samsung SM-A325F
204972462,Firefox,Ubuntu,Other
205019646,Firefox,Windows,Other
205084337,Chrome,Mac OS X,Other
205264400,Chrome,Other,Other
205874225,Chrome Mobile WebView,Android,vivo $2
206027327,Chrome Mobile,Android,Generic Smartphone
206982789,Chrome Mobile WebView,Android,XiaoMi Redmi K20 Pro
207394583,Chrome Mobile WebView,Android,Samsung SM-G973F
208792884,Opera,Windows,Other
209154597,Firefox,Windows,Other
210164082,Chrome Mobile WebView,Android,Samsung SM-G988B
211259222,Chrome,Fedora,Other
212569635,Chrome Mobile WebView,Android,LYA-L09
212734852,Yandex Browser,Windows,Other
213022159,Samsung Internet,Android,Samsung SM-G990B2
213879625,Chrome Mobile WebView,Android,Pixel 7
214324581,Samsung Internet,Android,Samsung $2
214565927,Mobile Safari UI/WKWebView,iOS,iPhone
215717566,Samsung Internet,Android,Samsung SM-G991W
216361593,Firefox,Ubuntu,Other
216602136,Nokia Browser,Symbian OS,Nokia N97
217534478,Chrome Mobile WebView,Android,Asus X00TD
218221796,Chrome Mobile WebView,Android,Samsung SM-S916U
218315202,Mobile Safari UI/WKWebView,iOS,iPhone
218618344,Firefox,Windows,Other
218644514,Mobile Safari UI/WKWebView,iOS,iPhone
219058981,Opera,Windows,Other
220094332,Chrome Mobile WebView,Android,EVR-L29
220171816,Firefox,Linux,Other
221916558,Firefox,Windows,Other
222627659,Chrome Mobile iOS,iOS,iPhone
223027018,Chrome Mobile,Android,Generic Smartphone
223436885,Chrome,Linux,Other
224620979,Mobile Safari UI/WKWebView,iOS,iPhone
225663968,Facebook,Android,Generic Smartphone
227554284,BitSightBot,Other,Other
229894960,Chrome,Windows,Other
230217307,Firefox,Linux,Other
230430142,HeadlessChrome,Linux,Other
230848902,Chrome Mobile iOS,iOS,iPhone
231345861,Firefox,Ubuntu,Other
232328005,Chrome Mobile,Android,Generic Smartphone
232400252,Chrome,Windows,Other
233641172,Chrome Mobile,Android,Generic Smartphone
233840542,Mobile Safari UI/WKWebView,iOS,iPad
234382361,Edge,Windows,Other
235399565,Chrome Mobile WebView,Android,TECNO $2
236428857,Chrome Mobile,Android,Generic Smartphone
236850690,Chrome Mobile,Android,Generic Smartphone
237326830,Chrome,Windows,Other
238508515,Chrome Mobile WebView,Android,Samsung SM-A520F
239320852,Chrome,Chrome OS,Other
240303747,Facebook,Android,Samsung SM-G930V
241074986,Chrome Mobile WebView,Android,Samsung SM-F936W
242024604,Chrome,Windows,Other
242911544,Samsung Internet,Android,Samsung SM-N975F
243295589,Chrome Mobile WebView,Android,Samsung SM-G960W
243823878,Firefox,Fedora,Other
245213483,Chrome,Linux,Other
247939212,Firefox,Mac OS X,Other
248022288,Chrome Mobile WebView,Android,Samsung SM-N950U
248546119,Safari,Mac OS X,Other
249095850,Chrome Mobile WebView,Android,Pixel 4
249508522,Samsung Internet,Android,Samsung SM-A025F
249654899,Puffin,Linux,Generic Tablet
251324271,Firefox Mobile,Android,Generic Smartphone
251331063,WhatsApp,Other,Spider
251601097,Mobile Safari,iOS,iPhone
251900486,Chrome,Windows,Other
252459625,Firefox,Windows,Other
253350492,Mobile Safari UI/WKWebView,iOS,iPhone
253592117,Chrome,Windows,Other
253745619,Samsung Internet,Android,Samsung SM-N770F
255090236,Chrome Mobile WebView,Android,Samsung SM-G975U1
256545612,Chrome Mobile,Android,Generic Smartphone
258226283,Opera,Windows,Other
258467546,Mobile Safari UI/WKWebView,iOS,iPhone
259051895,Pale Moon,Windows,Other
259689075,Samsung Internet,Android,Samsung SM-G998B
260560993,Chrome Mobile WebView,Android,Generic Smartphone
260669761,Chrome Mobile WebView,Android,Samsung SM-G975U
263272426,Yandex Browser,Android,Generic Smartphone
263678841,Chrome,Mac OS X,Other
263872312,Spark%20Desktop%20Helper,Other,iOS-Device
264420669,Chrome,Windows,Other
265230687,Firefox,Windows,Other
265794547,Chrome,Android,Medion Lifetab E7312
267628130,Mobile Safari UI/WKWebView,iOS,iPhone
268655902,Chrome Mobile iOS,iOS,iPhone
268717056,Chrome Mobile WebView,Android,XiaoMi MI 8
269640059,Samsung Internet,Android,Samsung SM-G973F
269772620,Chrome Mobile WebView,Android,Samsung SM-A505F
270837941,Samsung Internet,Android,Samsung SM-A225F
271643841,Chrome Mobile WebView,Android,XiaoMi Redmi Note 8 Pro
271738347,Mobile Safari UI/WKWebView,iOS,iPhone
273211965,Spark%20Desktop%20Helper,Other,iOS-Device
273362851,Chrome,Mac OS X,Other
273785832,Safari,Mac OS X,Other
274007169,Chrome Mobile,Android,Generic Smartphone
274153655,Chrome Mobile WebView,Android,ELE-L29
274365264,Samsung Internet,Android,Samsung SM-G981N
276383131,Chrome Mobile WebView,Android,Samsung SM-S901W
276810003,Chrome,Mac OS X,Other
276992190,Facebook,iOS,iPhone
278156010,Chrome Mobile WebView,Android,OnePlus ONEPLUS A5000
278830340,Chrome Mobile,Android,Generic Smartphone
279172637,Firefox,Windows,Other
279715903,Chrome Mobile WebView,Android,Samsung SM-G988B
280068009,Firefox,Mac OS X,Other
280293662,Chrome Mobile WebView,Android,Generic Smartphone
281126828,Samsung Internet,Android,Samsung SM-G991U
282892750,Firefox,Windows,Other
283022967,Chrome Mobile iOS,iOS,iPhone
283297933,Chrome Mobile,Android,Generic Smartphone
283494280,Bytespider,Android,Generic Smartphone
284116930,Chrome Mobile WebView,Android,Samsung SM-G996W
284586197,Samsung Internet,Android,Samsung SM-G965F
285684296,Opera,Windows,Other
286047343,Mobile Safari UI/WKWebView,iOS,iPhone
286181346,Chrome Mobile WebView,Android,Samsung SM-M426B
286393683,Chrome Mobile WebView,Android,JNY-LX1
288355132,Chrome Mobile,Android,Generic Smartphone
288946484,Chrome Mobile,Android,Pixel 1
289421184,Konqueror,Fedora,Other
291931566,Mobile Safari UI/WKWebView,iOS,iPhone
292388647,Chrome Mobile,Android,Samsung SM-A415F
292627132,Chrome,Mac OS X,Other
292769995,Chrome Mobile iOS,iOS,iPhone
292872658,Chrome,Mac OS X,Other
293291262,Samsung Internet,Android,Samsung SM-A135M
294030360,Facebook,iOS,iPhone
295389323,Chrome Mobile WebView,Android,Samsung SM-G950U
296132002,Opera,Mac OS X,Other
296949128,Chrome Mobile WebView,Android,XiaoMi MI 8 Lite
297728874,Chrome,Mac OS X,Other
298508064,WhatsApp,Other,Spider
298622717,Samsung Internet,Android,Samsung SM-A025F
298775979,Chrome Mobile,Android,Generic Smartphone
298892151,Chrome,Windows,Other
298963276,Spark%20Desktop%20Helper,Other,iOS-Device
298983968,Chrome,Windows,Other
299665357,Chrome Mobile WebView,Android,Samsung SM-G991B
299787386,Chrome,Android,Huawei Browser
301653734,Opera,Windows,Other
301686191,Chrome Mobile iOS,iOS,iPad
301963650,Firefox,Mac OS X,Other
302547923,Samsung Internet,Android,Samsung SM-J610F
302677681,Chrome Mobile WebView,Android,Asus I01WD
302961389,Chrome,Windows,Other
303513668,WhatsApp,Other,Spider
304089503,Firefox Mobile,Android,Generic Smartphone
304188311,Samsung Internet,Android,Samsung SM-A136U
305407662,Firefox,Ubuntu,Other
306622919,Chrome Mobile iOS,iOS,iPad
307260426,Safari,Mac OS X,Other
308125005,HeadlessChrome,Linux,Other
310335462,Android,Android,Samsung SM-N900T
311153803,Chrome,Mac OS X,Other
311153981,Chrome Mobile WebView,Android,XiaoMi Redmi K20 Pro
313185074,Mobile Safari UI/WKWebView,iOS,iPhone
313905901,Samsung Internet,Android,Samsung SM-S901B
314796470,Mobile Safari UI/WKWebView,iOS,iPhone
315353298,Safari,Mac OS X,Other
315452507,Chrome,Windows,Other
315541970,Firefox,Mac OS X,Other
317952177,Yandex Browser,Windows,Other
318648859,Chrome,Windows,Other
319087046,Chrome,Mac OS X,Other
319887441,Samsung Internet,Android,Samsung SM-G986W
320034110,Safari,Mac OS X,Other
321346969,Firefox,Mac OS X,Other
321504580,Chrome Mobile iOS,iOS,iPhone
322252881,UC Browser,Android,Oppo A37m
323386757,Chrome Mobile WebView,Android,Infinix $2
323672989,Chrome Mobile WebView,Android,Samsung SM-G981U
325949906,Samsung Internet,Android,Samsung SM-F926B
325950822,Chrome,Mac OS X,Other
326012245,Chrome,Windows,Other
326544894,Opera,Windows,Other
326596395,Samsung Internet,Android,Samsung SM-M325F
326655929,Facebook,iOS,iPhone
328474741,Mobile Safari,iOS,iPad
328993962,Linespider,Other,Spider
329201852,Chrome Mobile WebView,Android,Infinix $2
331236200,Firefox,Fedora,Other
331353831,Mobile Safari UI/WKWebView,iOS,iPad
331706936,Chrome,Android,Asus Nexus 10
331951027,HeadlessChrome,Linux,Other
332102478,Facebook,Android,Samsung SM-A217F
334042664,Mobile Safari UI/WKWebView,iOS,iPhone
334100727,Chrome,Windows,Other
334267606,Firefox,Windows,Other
334277139,Chrome,Ubuntu,Other
334702210,Firefox,Windows,Other
334733722,Samsung Internet,Android,Samsung SM-A325F
334749382,Chrome,Windows,Other
337860414,Chrome Mobile WebView,Android,Samsung SM-A515F
338883945,Mobile Safari,iOS,iPhone
338900021,Firefox,Linux,Other
338902763,Firefox,Windows,Other
339458554,Chrome,Mac OS X,Other
339606728,Chrome,Windows,Other
339861831,Mobile Safari,iOS,iPhone
341181866,Opera,Windows,Other
341736151,Opera,Windows,Other
342120366,Mobile Safari UI/WKWebView,iOS,iPhone
343635721,Chrome Mobile,Android,Generic Smartphone
344629734,Samsung Internet,Android,Samsung SM-A325F
345424728,Opera,Windows,Other
345511049,Facebook,iOS,iPhone
347072677,Mobile Safari UI/WKWebView,iOS,iPhone
348195627,Samsung Internet,Android,Samsung SM-A546B
348219214,Firefox iOS,iOS,iPhone
348755090,Chrome Mobile iOS,iOS,iPad
349713914,Chrome Mobile WebView,Android,Samsung SM-A226BR
350231541,Chrome,Chrome OS,Other
352075470,Mobile Safari UI/WKWebView,iOS,iPhone
352483512,Chrome Mobile WebView,Android,EML-L09
352719577,Samsung Internet,Android,Samsung SM-G980F
353467725,Samsung Internet,Android,Samsung SM-A725F
354179969,Firefox,Ubuntu,Other
354418852,Chrome Mobile iOS,iOS,iPhone
354734751,Edge,Windows,Other
355609331,Chrome Mobile WebView,Android,XiaoMi Redmi Note 8
355612940,thoughtbot,Other,Spider
356870512,Samsung Internet,Android,Samsung SM-G970W
359383744,Chrome Mobile WebView,Android,Samsung SM-S918B
359911708,Chrome Mobile WebView,Android,Samsung SM-G998B
361026180,Chrome,Windows,Other
361675106,Samsung Internet,Android,Samsung SM-A315F
361724667,Chrome,Windows,Other
363166005,Firefox,Windows,Other
363902776,Chrome,Linux,Other
363909291,Facebook,iOS,iPhone
363911093,Firefox,SUSE,Other
364904378,Chrome,Mac OS X,Other
365775729,Mobile Safari UI/WKWebView,iOS,iPhone
366308727,Chrome,Mac OS X,Other
366888240,Mobile Safari UI/WKWebView,iOS,iPhone
367154451,Chrome Mobile iOS,iOS,iPhone
367824310,Safari,Mac OS X,Other
368065346,Chrome Mobile WebView,Android,Samsung SM-G996W
369178759,Samsung Internet,Android,Samsung SM-A145F
369394198,Samsung Internet,Android,Samsung SM-S906E
371138977,Samsung Internet,Android,Samsung SM-M526B
372182241,Samsung Internet,Android,Samsung SM-G998U1
373540852,Chrome,Windows,Other
375043155,IE,Windows,Other
375441854,Samsung Internet,Android,Samsung SM-M526B
376404732,Firefox,Ubuntu,Other
377880533,Firefox,Windows,Other
378191395,Mobile Safari,iOS,iPhone
378988111,Chrome,Windows,Other
379206262,Samsung Internet,Android,Samsung SM-G980F
379672952,Mobile Safari,iOS,iPhone
381053088,Safari,Other,Other
381925471,Samsung Internet,Android,Samsung SM-S918U1
382510113,Facebook,iOS,iPhone
382694786,2ip bot,Other,Spider
382732284,Firefox,Mac OS X,Other
382984072,Facebook,Android,OnePlus ONEPLUS A5010
384006535,Chrome Mobile WebView,Android,OnePlus ONEPLUS A6010
384014498,Firefox Mobile,Android,Generic Smartphone
384112141,Samsung Internet,Android,Samsung SM-G975U1
384340688,Samsung Internet,Android,Samsung SM-G980F
384775231,Chrome Mobile iOS,iOS,iPhone
385909358,Chrome Mobile WebView,Android,Samsung SM-G988U
386177629,Firefox,Ubuntu,Other
387727212,Chrome Mobile,Android,Nokia undefined$2$3
388198250,Chrome,Mac OS X,Other
389300697,Mobile Safari,iOS,iPhone
391128409,Facebook,iOS,iPhone
391132683,Facebook,Android,Generic Smartphone
391626843,Facebook,iOS,iPad
393383628,Chrome,Windows,Other
393601465,Samsung Internet,Android,Samsung SM-G990W2
393617212,Chrome Mobile WebView,Android,Samsung SM-G970F
393678473,Mobile Safari UI/WKWebView,iOS,iPhone
394400903,Chrome Mobile WebView,Android,XiaoMi Redmi 3S
394791858,Samsung Internet,Android,Samsung SM-A736B
395572632,Chrome,Mac OS X,Other
396643164,Android,Android,sdk
396715145,Chrome,Windows,Other
396887805,Chrome Mobile WebView,Android,Samsung SM-M526B
396985541,Mobile Safari UI/WKWebView,iOS,iPhone
398792396,Chrome,Windows,iPad
398898455,Chrome,Android,Asus Nexus 10
399024662,Yandex Browser,Windows,Other
399300330,Samsung Internet,Android,Samsung SM-G970F
399418242,Chrome Mobile,Android,Samsung SM-J320FN
400239166,Chrome,Windows,Other
400490195,Chrome,Linux,Other
401041106,Safari,Mac OS X,Other
405289528,Samsung Internet,Android,Samsung SM-A125U1
405505237,Chrome Mobile iOS,iOS,iPad
405510715,Safari,Mac OS X,Other
405706707,Mobile Safari UI/WKWebView,iOS,iPad
406609202,Chrome Mobile WebView,Android,Samsung SM-G935F
407078594,Firefox,Mac OS X,Other
407349480,Mobile Safari UI/WKWebView,iOS,iPhone
407978172,Mobile Safari UI/WKWebView,iOS,iPhone
408134019,Mobile Safari UI/WKWebView,iOS,iPhone
408271457,Chrome Mobile WebView,Android,PAR-LX1M
408489978,Samsung Internet,Android,Samsung SM-A146B
409247328,Chrome Mobile WebView,Android,Asus AI2202_B
409391766,Firefox,Windows,Other
410204800,Chrome Mobile WebView,Android,Samsung SM-M307F
411280464,Safari,Mac OS X,Other
411927058,Firefox iOS,iOS,iPhone
412825139,Mobile Safari UI/WKWebView,iOS,iPhone
413227246,Mobile Safari UI/WKWebView,iOS,iPhone
413587993,Samsung Internet,Android,Samsung SM-F127G
413628802,Chrome Mobile iOS,iOS,iPhone
414075000,Chrome Mobile,Android,Generic Smartphone
414559412,Firefox iOS,iOS,iPhone
414910097,Chrome,Windows,Other
416215118,Amazon Silk,Android,Kindle
416235092,Mobile Safari UI/WKWebView,iOS,iPhone
416767563,Chrome Mobile WebView,Android,Generic Smartphone
417606048,Samsung Internet,Android,Samsung SM-N975F
418511402,Firefox Beta,Mac OS X,Other
418952539,MobileSafari,iOS,iOS-Device
419074946,Chrome Mobile WebView,Android,Samsung SM-M526BR
420002762,Facebook,iOS,iPhone
421498894,Chrome Mobile WebView,Android,XiaoMi Redmi Note 8 Pro
422004915,HeadlessChrome,Linux,Other
422091415,Chrome Mobile WebView,Android,Samsung SM-G965F
422815525,Firefox,Linux,Other
423978909,Mobile Safari UI/WKWebView,iOS,iPhone
424127310,Chrome,Linux,Other
425282483,Chrome,Mac OS X,Other
425655079,Chrome Mobile WebView,Android,Samsung SM-G986U1
426177693,Java,Other,Spider
427524548,Firefox,Windows,Other
428122790,Chrome Mobile iOS,iOS,iPad
429418479,Mobile Safari UI/WKWebView,iOS,iPhone
432025116,Samsung Internet,Android,Samsung SM-N975U
432838753,WhatsApp,Other,Spider
434590364,Mobile Safari UI/WKWebView,iOS,iPhone
434927790,Chrome Mobile WebView,Android,Pixel 2
434960995,Chrome Mobile,Android,Generic Smartphone
435118464,Mobile Safari UI/WKWebView,iOS,iPhone
435881508,Chrome,Linux,Other
436226213,Mobile Safari UI/WKWebView,iOS,iPhone
436271341,Mobile Safari,iOS,iPhone
436420610,Chrome,Android,Huawei Browser
436794949,Chrome Mobile WebView,Android,Samsung SM-G970F
436810933,Chrome Mobile WebView,Android,CLT-L29
436815363,Firefox iOS,iOS,iPhone
437051045,Chrome Mobile WebView,Android,Samsung SM-G973W
437618975,Chrome,Windows,Other
438260672,Opera,Windows,Other
438957344,Samsung Internet,Android,Samsung SM-N981U1
440230958,Mobile Safari,iOS,iPhone
441145805,Chrome Mobile WebView,Android,OnePlus ONEPLUS A6003
442506546,Firefox,Mac OS X,Other
442722180,Chrome,Mac OS X,Other
443932771,Chrome Mobile WebView,Android,Samsung SM-A225M
445000318,Samsung Internet,Android,Samsung SM-A516B
447845813,Chrome Mobile,Android,Nokia$2$3
448092311,Chrome Mobile iOS,iOS,iPhone
448290164,Chrome Mobile,Android,HTC One $2
450088957,Chrome,Mac OS X,Other
451676071,SummalyBot,Other,Other
451686242,Samsung Internet,Android,Samsung SM-S901B
453736533,Chrome Mobile WebView,Android,Samsung SM-A037F
454243636,Mobile Safari,iOS,iPhone
455962218,Chrome,Windows,Other
455972139,webOS Browser,webOS,Palm Pre
456757767,Chrome Mobile WebView,Android,INE-LX1r
456980331,Chrome Mobile WebView,Android,Samsung SM-G991U
457894242,Chrome Mobile WebView,Android,ELE-L29
458870314,Firefox,Windows,Other
458993017,Samsung Internet,Android,Samsung SM-S901E
459179117,Opera,Linux,Other
459550980,Chrome,Mac OS X,Other
460367451,Firefox,Windows,Other
460579266,Chrome Mobile iOS,iOS,iPhone
461013050,Chrome Mobile WebView,Android,LYA-L29
462539581,JobboerseBot,Linux,Spider
462874173,Chrome,Windows,Other
463469816,Chrome Mobile iOS,iOS,iPhone
463643027,Firefox iOS,iOS,iPhone
464202459,Chrome,Windows,Other
464333813,Chrome Mobile WebView,Android,Samsung SM-A217F
465304050,Chrome Mobile iOS,iOS,iPhone
466945311,Facebook,iOS,iPhone
467773631,Chrome,Windows,Other
467894924,Safari,Mac OS X,Other
467985194,Chrome,Linux,Other
470659794,IE,Windows,Other
472430337,Chrome Mobile WebView,Android,XiaoMi Redmi K20 Pro
472684193,Chrome Mobile WebView,Android,Pixel 6
477568431,IE Mobile,Windows CE,Sprint$2
477807219,Chrome,Mac OS X,Other
479330913,Android,Android,HTC Nexus One
480299952,Opera,Windows,Other
481681147,Chrome Mobile iOS,iOS,iPhone
482003384,Samsung Internet,Android,Samsung SM-S906E
482447481,Chrome,Mac OS X,Other
482545509,WhatsApp,Other,Spider
483137477,Apple Mail,Mac OS X,Other
483428442,Chrome Mobile WebView,Android,Asus X01BDA
483794293,Chrome Mobile,Android,Lenovo P2a42
483969764,Chrome,Linux,Other
484074128,Chrome,Windows,Other
484233046,Chrome Mobile iOS,iOS,iPhone
484767020,Chrome Mobile WebView,Android,Pixel 5a
486619020,Chrome,Mac OS X,Other
486986441,Chrome Mobile iOS,iOS,iPad
487093909,Chrome,Windows,Other
487624555,Mobile Safari UI/WKWebView,iOS,iPad
488901788,Chrome Mobile WebView,Android,Pixel 5
489268812,Chrome Mobile,Android,Lenovo K53a48
489468849,Chrome Mobile WebView,Android,Samsung SM-A507FN
492894587,Chrome Mobile WebView,Android,Pixel 6a
493647270,Chrome Mobile iOS,iOS,iPad
495373601,Chrome Mobile WebView,Android,XiaoMi Redmi Note 8 Pro
495843115,Chrome,Mac OS X,Other
496080452,Mobile Safari UI/WKWebView,iOS,iPhone
496612334,Chrome,Windows,Other
496777991,Samsung Internet,Android,Samsung SM-M307F
499020743,Chrome,Linux,Other
500819165,Mobile Safari,iOS,iPhone
501232540,Chrome,Windows,Other
501573246,Chrome Mobile,Android,Generic Smartphone
501831469,Facebook,iOS,iPhone
502010587,Chrome,Mac OS X,Other
502883715,Mobile Safari UI/WKWebView,iOS,iPhone
503527396,Mobile Safari UI/WKWebView,iOS,iPhone
503921051,Mobile Safari,iOS,iPhone
505025583,QQ Browser,Windows,Other
506195467,Chrome,Mac OS X,Other
506354195,Chrome Mobile WebView,Android,Samsung SM-N981U1
506809293,Chrome,Windows,Other
507358746,Opera,Windows,Other
508391460,Chrome Mobile,Android,Nokia undefined$2$3
509628101,Mobile Safari UI/WKWebView,iOS,iPhone
512445306,SeaMonkey,Windows,Other
512821602,Mobile Safari,iOS,iPhone
513305598,HeadlessChrome,Linux,Other
514344505,TwitterBot,Other,Other
515553852,Chrome,Other,Other
517960271,Samsung Internet,Android,Samsung SM-A315F
518155116,Chrome Mobile WebView,Android,XiaoMi Redmi Note 8 Pro
518507090,Chrome Mobile WebView,Android,Samsung SM-G996B
518527502,Mobile Safari UI/WKWebView,iOS,iPhone
519768398,Chrome,Linux,Other
520870745,Firefox,Windows,Other
520942213,Samsung Internet,Android,Samsung SM-N960W
522775997,Chrome,Android,Asus Nexus 10
522885044,Chrome Mobile iOS,iOS,iPhone
523183135,Firefox,Windows,Other
523961745,Facebook,Android,Samsung SM-A528B
524387164,Chrome Mobile WebView,Android,Pixel 5
524501295,ArchiveTeam ArchiveBot,Windows,Other
525630754,Facebook,iOS,iPhone
525888382,Safari,Mac OS X,Other
526297730,Samsung Internet,Android,Samsung SM-A225F
526647569,HeadlessChrome,Linux,Other
526731305,Chrome,Mac OS X,Other
527602138,Chrome Mobile,Android,Generic Smartphone
528426176,Samsung Internet,Android,Samsung SM-M127G
528431591,Samsung Internet,Android,Samsung SM-A530F
528947116,Chrome Mobile WebView,Android,XiaoMi Redmi Note 4
530927395,Mobile Safari UI/WKWebView,iOS,iPhone
531439689,IE,Windows,Other
532477986,Firefox,Mac OS X,Other
532630305,Other,Other,Other
533045653,Chrome Mobile WebView,Android,Pixel 6
533816727,Facebook,Android,Samsung SM-M127F
534681528,Safari,Mac OS X,Other
535821187,Opera Mobile,Android,Generic Smartphone
536100492,Safari,Mac OS X,Other
536765705,Chrome Mobile WebView,Android,Samsung SM-G975U
537605772,Chrome Mobile WebView,Android,TAS-AL00
539620496,IE,Windows,Other
540056338,Chrome,Windows,Other
540076009,Safari,Mac OS X,Other
542038372,Firefox,Windows,Other
542095001,Chrome Mobile,Android,LG $2
543560539,Mobile Safari UI/WKWebView,iOS,iPhone
543928648,Firefox,Ubuntu,Other
544453542,Apache-HttpClient,Other,Other
544998118,Chrome,Fedora,Other
545271698,WhatsApp,Other,Spider
546162861,Firefox,Windows,Other
548349374,Chrome,Mac OS X,Other
548959625,Samsung Internet,Android,Samsung SM-M325F
549807766,Firefox,Mac OS X,Other
550272183,Samsung Internet,Android,Samsung SM-A528B
552616139,Chrome,Linux,Other
552990966,Firefox,Windows,Other
553059036,Chrome,Windows,Other
554230109,Yeti,Other,Other
556792245,Chrome Mobile WebView,Android,Samsung SM-A505F
557478605,Chrome,Linux,Other
558636736,Chrome Mobile WebView,Android,Samsung SM-G781B
560184368,Chrome,Chrome OS,Other
560255460,Facebook,iOS,iPhone
561722007,Chrome Mobile WebView,Android,XiaoMi Redmi Note 7S
562371709,Samsung Internet,Android,Samsung SM-N986U1
562680646,Python-urllib,Other,Spider
562983527,Chrome Mobile iOS,iOS,iPhone
565571965,Mobile Safari UI/WKWebView,iOS,iPhone
565705158,Chrome,Windows,Other
565838949,Opera Mobile,Android,Samsung SM-G970W
565871678,Opera,Windows,Other
566685733,Chrome,Windows,Other
567006571,Chrome,Windows,Other
568144434,Chrome,Mac OS X,Other
569278522,Chrome,Mac OS X,Other
569341453,Facebook,Android,Samsung SM-A307FN
570348295,Chrome Mobile WebView,Android,EML-L09
570851516,Firefox,Ubuntu,Other
570931821,Firefox Mobile,Android,Generic Smartphone
572323897,Chrome,Mac OS X,Other
572540030,AdsTxtCrawlerTP,Other,Other
572711807,Chrome Mobile iOS,iOS,iPad
572945476,Chrome,Windows,Other
573167182,Chrome,Mac OS X,Other
573378086,Mobile Safari,iOS,iPhone
573673187,Chrome Mobile WebView,Android,Samsung SM-G973U
574002977,Chrome,Windows,Other
574227909,Chrome,Windows,Other
574362349,Chrome Mobile WebView,Android,JAT-LX3
574668828,Chrome Mobile WebView,Android,XiaoMi Redmi Note 8T
575490135,Mobile Safari UI/WKWebView,iOS,iPhone
576010398,Chrome Mobile WebView,Android,Samsung SM-M526B
576072863,Opera,Windows,Other
577518860,Firefox,Windows,Other
578927252,Firefox,Mac OS X,Other
579442237,Chrome,Linux,Other
580115413,Mobile Safari UI/WKWebView,iOS,iPhone
580417058,Chrome Mobile WebView,Android,Pixel 7
581016382,Chrome,Mac OS X,Other
581753537,Chrome,Mac OS X,Other
583200740,Firefox,Windows,Other
583904608,) Bot,Other,Generic Feature Phone
584065660,Firefox,Windows,Other
584496796,Facebook,Android,TECNO $2
584982606,Chrome Mobile,Android,Generic Smartphone
589039422,Firefox,Windows,Other
589185851,Chrome,Linux,Other
594841068,Facebook,Android,Generic Smartphone
594870879,Firefox iOS,iOS,iPhone
595321131,Firefox,Linux,Other
596223572,Samsung Internet,Android,Samsung SM-G998B
598389182,Samsung Internet,Android,Samsung SM-A217F
598588747,Safari,Mac OS X,Other
601356838,Samsung Internet,Android,Samsung SM-A530F
602105896,Firefox,Windows,Other
603564513,Facebook,Android,Generic Smartphone
604029545,Chrome Mobile iOS,iOS,iPhone
604183788,Firefox iOS,iOS,iPhone
604194978,Firefox Mobile,Android,Generic Smartphone
604667727,Chrome,Ubuntu,Other
604855745,Opera,Windows,Other
605725380,Chrome Mobile WebView,Android,Infinix $2
607296005,Chrome Mobile,Android,Generic Smartphone
607455900,Python-urllib,Other,Spider
610773529,Chrome,Windows,Other
611922894,Chrome,Mac OS X,Other
612673553,Chrome,Chrome OS,Other
613614514,Chrome,Linux,Spider
